id,titre,prix,prix_valide,ville_norm,quartier,source,type_transaction,type_bien,texte_modele,lien,image_url
fb_69a97f8f85f1dd70f9aef2cd,Villa a louer,200000.0,True,Inconnu,Inconnu,Facebook,location,villa,villa a louer villa location inconnu inconnu,https://www.facebook.com/marketplace/item/26044034308592345/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/644950044_885093297682136_1279634942613088456_n.jpg?stp=c0.89.810.810a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=7lenzk8ndBwQ7kNvwEffBzi&_nc_oc=Adn-agnzgZvdef54hSGKwGWjxwpFHkn11Ir2MFuRiQDO1bSaR4gUpQMMcrdFuOj_6Qw&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_Afz1Njot7Zctxjdk8FPr5kAWgUpnB3S-SF9-c6Ye30pFCA&oe=69AF4065
fb_69a97f8f85f1dd70f9aef2ce,Villa de chs Salon + Dépendance à AGOE DEMAKPOÈ PAYARAMA,85000.0,True,Lomé,Agoè,Facebook,autre,villa,villa de chs salon + dependance a agoe demakpoe payarama villa autre lome agoe,https://www.facebook.com/marketplace/item/2132725387267992/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/646881950_2363719504105110_2083688670671516267_n.jpg?stp=c0.83.750.750a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=pzvn_VTNhc0Q7kNvwFve-qd&_nc_oc=AdntvYqFDbWRTmmshobD-rynHGnaGvCRLU1r_I8BG77ssetpyQwgL7eNvUEhN5cTLGM&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_AfyNWTcOvCSJTkKp23so5-G7gp6adlgK9doxS2VbsqOcjQ&oe=69AF3822
fb_69a97f8f85f1dd70f9aef2cf,Villa à louer à Attikoumé Todman,0.0,False,Inconnu,Inconnu,Facebook,location,villa,villa a louer a attikoume todman villa location inconnu inconnu,https://www.facebook.com/marketplace/item/976930581664743/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/645502805_3054277794767302_8014494747250577037_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=92e707&_nc_ohc=mzNyAb8ji8IQ7kNvwGVewn6&_nc_oc=AdnCqXTkZRYwy_5KMXRumjoPXzzio6Q8N9KX38R50BjjaQsuk8YTRy-AnGyxe6FxPgc&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_AfxV4ZWQ89L4dqD6ZSnRFCwDUy943f7kr2J2IDr_EH4wJQ&oe=69AF435A
fb_69a97f8f85f1dd70f9aef2d0,À VENDRE VILLA A TOTSI 92234458,50.0,False,Lomé,Totsi,Facebook,vente,villa,a vendre villa a totsi 92234458 villa vente lome totsi,https://www.facebook.com/marketplace/item/871769219151009/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/646370127_1380536193825032_3651330547193004066_n.jpg?stp=c0.89.810.810a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=w0cRnWJwqOcQ7kNvwF_XjUc&_nc_oc=AdmZ_G5LlmN9E0yRn0qMcQEYIgD2PknK9-GqzqGWbTT5VCV7wIC7Fx5BVUm6RKH4IqQ&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_Afw_RrZPaz27b1mN-U-YqMzRN4cDlszuB00-ejhtQa0odA&oe=69AF5256
fb_69a97f8f85f1dd70f9aef2d1,Villa de 4chambres salon WC douche cuisine interne à louer à amadahomé maison des jeunes 91 68 75 87,140000.0,True,Inconnu,Inconnu,Facebook,location,villa,villa de 4chambres salon wc douche cuisine interne a louer a amadahome maison des jeunes 91 68 75 87 villa location inconnu inconnu,https://www.facebook.com/marketplace/item/810285874717073/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/643907584_939628705523143_8310805261184150573_n.jpg?stp=c0.106.960.960a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=4G8S2Ono0d4Q7kNvwFnaozq&_nc_oc=AdlmzByWD0xx2ALAKuK2xucYb9hwC9CnX02nCxLSd4C_YCD6Je9bK98k7SVgMh5e6x8&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_Afwebi3p1S9XE78IAl697qREBpoRJgDw2zPPauCTmgkUhg&oe=69AF54D3
coin_69a9781885f1dd70f9aef1e3,Terrain 1 lot - Agbalepedo,60000000.0,True,Inconnu,Inconnu,CoinAfrique,terrain,terrain,terrain 1 lot - agbalepedo terrain terrain inconnu inconnu,https://tg.coinafrique.com/annonce/terrains/terrain-1-lot-agbalepedo-5763281,https://images.coinafrique.com/thumb_5763281_uploaded_image1_1770455897.jpg
ask_69a97c3b85f1dd70f9aef264,"2 chambres salon,louer,lome,adidogome assiyeye",0.0,False,Lomé,Lomé,ImmoAsk,location,autre,"2 chambres salon,louer,lome,adidogome assiyeye autre location lome lome",#,
fb_69a97f8f85f1dd70f9aef2d2,Villa duplex 6chs 250k djidjole 98920488,250000.0,True,Lomé,Djidjolé,Facebook,autre,villa,villa duplex 6chs 250k djidjole 98920488 villa autre lome djidjole,https://www.facebook.com/marketplace/item/1911974446107095/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/645445361_1918647052373052_6830636465580414522_n.jpg?stp=c0.129.890.890a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=pCZXi-TD--cQ7kNvwH6hAal&_nc_oc=AdktAsNeDjko6hdUdN9vJfqtsJipzFTW31WVLvf_CpmebPAANvmIWUeMBQciwQ1J2MU&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_AfyvefqnTxx7axWYk30K3AkaZIDW4s88PqtJcxtJU23-WQ&oe=69AF5963
fb_69a97f8f85f1dd70f9aef2d3,Villa à louer,200.0,True,Inconnu,Inconnu,Facebook,location,villa,villa a louer villa location inconnu inconnu,https://www.facebook.com/marketplace/item/1617971829400118/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/645495704_122258822318168478_4140332682014445991_n.jpg?stp=c126.0.768.768a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=QQW4AVd-JXsQ7kNvwGDD3cx&_nc_oc=Adm88vx7NeuoDAGvG6ZvlwQTJZm_uCX6bqJg5IQmGDuoIjBp0ELNx--EGV2s6bUTxa0&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_AfxqH53XHmk2s9TWTSO6sgEjzsXu2IN4yAkCdZjxL8Fshw&oe=69AF4B89
fb_69a97f8f85f1dd70f9aef2d4,Villa meublée à louer à AVEDJI,700.0,True,Lomé,Avédji,Facebook,location,villa,villa meublee a louer a avedji villa location lome avedji,https://www.facebook.com/marketplace/item/2064600651103568/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/646857810_1881715185881255_5675309075966796470_n.jpg?stp=c135.0.810.810a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=fPn3oKObFVoQ7kNvwFF957-&_nc_oc=AdkbEFK2qALw3qYned8WhLy01Im7DprZDSNuXTCCRXb-KW9FfO4xqtbsmXLXEjVrCiA&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_Afx4Esm2ZvakZQ4lKebyOqlp9nHs-0IEhcbxEJfTsSqr0w&oe=69AF5C40
fb_69a97f8f85f1dd70f9aef2d5,Villa a vendre a avédji limousine sur Demi lot,47.0,False,Lomé,Avédji,Facebook,vente,villa,villa a vendre a avedji limousine sur demi lot villa vente lome avedji,https://www.facebook.com/marketplace/item/1447108193620388/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/647911305_920614873912967_7188572773997959000_n.jpg?stp=c0.89.810.810a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=3OMNefCIYisQ7kNvwGK9K8M&_nc_oc=AdkpFs_RxhvKFhfAyQK9Ugm29RbIo4M-F6MkrUA_AAwGqMR1tsXZEatTbkTBM3yT20U&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_Afw_nNtLrZeNShLu3zsMcxV8q-Bd9hvJD-kPkUE9MlV0EQ&oe=69AF50D0
fb_69a97f8f85f1dd70f9aef2d6,Villa meublée à louer à Togo 2000,450.0,True,Inconnu,Inconnu,Facebook,location,villa,villa meublee a louer a togo 2000 villa location inconnu inconnu,https://www.facebook.com/marketplace/item/1883437372286285/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/646708296_1233242552266382_7311699627337506264_n.jpg?stp=c119.0.723.723a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=iy4Q-U3HDRUQ7kNvwEF7u2U&_nc_oc=AdmZIv4jvQ4IWqaGNk_tMRx85RmLnnDNLZImvvaNpy8pg1rwqnqQ3ImpO-QeYFCsZLQ&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_AfwQeuu51m3AdqrqzAwVCjMhyNYzYDjMw3O_Jeg5LWlskw&oe=69AF5F6D
fb_69a97fba85f1dd70f9aef2dd,Terrain à vendre,14000.0,True,Inconnu,Inconnu,Facebook,vente,terrain,terrain a vendre terrain vente inconnu inconnu,https://www.facebook.com/marketplace/item/794047539843494/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/645419645_4399192953695469_7157229575596936645_n.jpg?stp=c0.154.872.872a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=ULB1hpbmtzIQ7kNvwHj9TfJ&_nc_oc=AdkZBjzZAM83ysmDP_oVmq7UAthkn1t1zNK_U9QpHUDf7T9Z-BwGyGSU4ujwLuz7yeE&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afy6sno4YY2Glz0EP-0Mm-MgkpyFTyr82wkMBibyd78iHA&oe=69AF4A95
fb_69a97f8f85f1dd70f9aef2d8,À VENDRE Une belle villa de 3 chambres salon WC douche cuisine interne battit sur demi lot,32000.0,True,Inconnu,Inconnu,Facebook,vente,villa,a vendre une belle villa de 3 chambres salon wc douche cuisine interne battit sur demi lot villa vente inconnu inconnu,https://www.facebook.com/marketplace/item/2096641574242976/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/645418348_4225535211019892_4473936679656124354_n.jpg?stp=c126.0.768.768a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=wu2p4SVshH8Q7kNvwFPkTe6&_nc_oc=AdmP8DqLCk8wbypnl0a1hSVjun322owRdcSz0yTqwoBDrhzJ7Jw1vxY_9UYkctLNAFg&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=7-8TH4_1--jGZvEpr35VPQ&_nc_ss=8&oh=00_AfwZuS2pZ6TN1wKoP_Q7n5pE6ozhk06kCFxqDcW6RbN9cA&oe=69AF587E
fb_69a97fba85f1dd70f9aef2d9,Terrain,650.0,True,Inconnu,Inconnu,Facebook,terrain,terrain,terrain terrain terrain inconnu inconnu,https://www.facebook.com/marketplace/item/905658282386084/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/645260374_770001315803298_8276417295900421033_n.jpg?stp=c45.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=a3E19G10LJYQ7kNvwF2RT_W&_nc_oc=Adnz3Cslchd-u3oFzb35pNjPHkaVmP8wlYGqH3cXjoqSGxBQ1Bf0jOSBYDcLUcmGzfQ&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_AfzLcl8aMMNfLOU6iwlqUz7rRtNXC6fVm7PpVt6NAb-yZg&oe=69AF64F9
fb_69a97fba85f1dd70f9aef2da,"*♻️TERRAIN À VENDRE À AVENOU♻️* 📌2 Lots + 1/2 ( 1429m²) bien situé et très bien positionné,",150.0,True,Inconnu,Inconnu,Facebook,vente,terrain,"*♻️terrain a vendre a avenou♻️* 📌2 lots + 1/2 ( 1429m²) bien situe et tres bien positionne, terrain vente inconnu inconnu",https://www.facebook.com/marketplace/item/26189020274050719/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/646295225_1417152576277457_9003405924240111810_n.jpg?stp=c45.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=cJqdFCvs4KMQ7kNvwEAZi7x&_nc_oc=AdmL4HJi3oz7x-7iVSA_ej2G_fQ5iX-XSoojME5IDCZFVll5PWacmobjU-UUd1RHbCY&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afxwy0PvC48D0xrG2TmnBAuR1zDbwJY2pPJ4wz64zl6t7w&oe=69AF45E8
fb_69a97fba85f1dd70f9aef2db,TERRAIN À VENDRE À LOMÉ DJAGBLÉ,0.0,False,Lomé,Lomé,Facebook,vente,terrain,terrain a vendre a lome djagble terrain vente lome lome,https://www.facebook.com/marketplace/item/1834306283893186/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/646150337_1610947900152127_6952017642384201885_n.jpg?stp=c42.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=EktQq05aVkIQ7kNvwEBwRcV&_nc_oc=AdkHJbszBBmJRjENO3FejidLhbf6srh2sanuKfd6cCthZzWujFgi3meT1Po_Munthe0&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afx89cDtd9LJNVC_SSYf1OE2-iRE7x4eK9N0Rv8sFPDAgQ&oe=69AF5786
fb_69a97fba85f1dd70f9aef2dc,TERRAIN DEMI LOT PROPRE HOMOLOGUÉ - KPALA ADIDOME,300.0,True,Inconnu,Inconnu,Facebook,terrain,terrain,terrain demi lot propre homologue - kpala adidome terrain terrain inconnu inconnu,https://www.facebook.com/marketplace/item/1388349256199086/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/593625516_1779619732700211_2478933614864040528_n.jpg?stp=c166.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=yNabQpqJMGEQ7kNvwFaiZEZ&_nc_oc=AdlmGfG2MEQH32mjLanLBhoFA-F0mBn1gW_ykO5LwrBNkdRSwAISEtUit3FL0qQW3Hc&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afxv9_Y7KQhQEcS6SSlRn0NpGkwVqbeOZ3mzhHOjIlJTxg&oe=69AF5175
coin_69a9781885f1dd70f9aef1d4,Terrain 2 Lots collés Akodessewa,165000000.0,True,Lomé,Akodessewa,CoinAfrique,terrain,terrain,terrain 2 lots colles akodessewa terrain terrain lome akodessewa,https://tg.coinafrique.com/annonce/terrains/terrain-2-lots-colles-akodessewa-5800274,https://images.coinafrique.com/thumb_5800274_uploaded_image1_1772454007.jpg
fb_69a97fba85f1dd70f9aef2de,TERRAIN À VENDRE À VOGAN,0.0,False,Inconnu,Inconnu,Facebook,vente,terrain,terrain a vendre a vogan terrain vente inconnu inconnu,https://www.facebook.com/marketplace/item/1205206184992469/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/646071711_1733514057624638_5671077809043062503_n.jpg?stp=c0.118.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=hQHUyZrA7b0Q7kNvwHWx5jr&_nc_oc=AdnDyi4xf2uT3cnghdVkTJ5YyIy9uaJHUXXFb5K9MQlcj4WUcj_tO6-RJdIztt_U97k&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_AfwB8oWAbqjUe5n_948ChcnYMuDPa1iA_RUkCtQ4qLaAnw&oe=69AF67D8
fb_69a97fba85f1dd70f9aef2df,20 HECTARES DE TERRAIN À VENDRE AVEC LA CULTURE DE TECKS À AVETONOU - GILGAL,2500000.0,True,Inconnu,Inconnu,Facebook,vente,terrain,20 hectares de terrain a vendre avec la culture de tecks a avetonou - gilgal terrain vente inconnu inconnu,https://www.facebook.com/marketplace/item/1230849948705428/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/646130047_25799792846345193_5868510539083627025_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=92e707&_nc_ohc=HHs3fbcaULIQ7kNvwEUQWqh&_nc_oc=Adk0mRQdcr9VoVe1dJi_fuuqBmoxX9toQfIEEzRAeijglOimlueoeU89OmmZomCYZm4&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afy_-3ZDZAVChB51AzHsA49HlYRyuzjvq4YDf1C4mJ8wYA&oe=69AF6D2D
fb_69a97fba85f1dd70f9aef2e0,"TERRAIN RURAL À VENDRE KÉVÉ DJOLO 15 hectares bien placé à vendre kevé Djolo à 09km du goudron, acc",1500000.0,True,Inconnu,Inconnu,Facebook,vente,terrain,"terrain rural a vendre keve djolo 15 hectares bien place a vendre keve djolo a 09km du goudron, acc terrain vente inconnu inconnu",https://www.facebook.com/marketplace/item/2002030547392427/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/646375527_781816278314325_7632069351341843235_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=1DnhNDCw55oQ7kNvwEU44bm&_nc_oc=AdkT9GrrWYKIBhGcTiLgjGGqKGR1c2kX_EZajUBikIXKaDw5oeLwOw21_lY4Z3932bE&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_AfwfsqJmyhzz1jtVa-0qGNi0wOufXtihwqK_mOC2oukmZQ&oe=69AF6AEC
fb_69a97fba85f1dd70f9aef2e1,Terrain agricole,40.0,False,Inconnu,Inconnu,Facebook,terrain,terrain,terrain agricole terrain terrain inconnu inconnu,https://www.facebook.com/marketplace/item/1347811370731735/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/645357161_1214272260869385_3947471625160733031_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=LNl5_DgTvBQQ7kNvwH-59_S&_nc_oc=AdnyY7YjPLsQkqvxfy0WFZYhwUsC5IU6MCPqnHTOtFTg765SOX3nCNJg4f_VAOiBxrU&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_AfykBnkVav7rXIZUFfrvVXNYhXSPor-vTlNJyxO8ydRzhQ&oe=69AF489D
fb_69a97fba85f1dd70f9aef2e2,Terrain à vendre,10.0,False,Inconnu,Inconnu,Facebook,vente,terrain,terrain a vendre terrain vente inconnu inconnu,https://www.facebook.com/marketplace/item/2069903177125799/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/643713535_1658457332247601_4342803567561962017_n.jpg?stp=c0.416.1080.1080a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=VczAPI2nDg4Q7kNvwEUKaX2&_nc_oc=Adnn5bcj6L_pBkqacbG_wOT54uDYVtcepNDnfuvINY9ctibH2eC9BeLiDQuacjeR_Go&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afw3cVPZRleMo8TR6FogRSMa51pcQY-AF66Nvig8wyshyg&oe=69AF4FD5
coin_69a9781885f1dd70f9aef1d5,Vente villa 05 pièces -Avenou,365000000.0,True,Inconnu,Inconnu,CoinAfrique,vente,villa,vente villa 05 pieces -avenou villa vente inconnu inconnu,https://tg.coinafrique.com/annonce/villas/vente-villa-05-pieces-avenou-5775196,https://images.coinafrique.com/thumb_5775196_uploaded_image1_1771153692.jpg
ask_69a97c3b85f1dd70f9aef259,"terrain,vendre,lome,akepedo",0.0,False,Lomé,Lomé,ImmoAsk,vente,terrain,"terrain,vendre,lome,akepedo terrain vente lome lome",#,
fb_69a97fba85f1dd70f9aef2e3,Terrain à Vendre,3500000.0,True,Inconnu,Inconnu,Facebook,vente,terrain,terrain a vendre terrain vente inconnu inconnu,https://www.facebook.com/marketplace/item/1704936450913272/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/645919323_855795207477986_3885339128234496096_n.jpg?stp=c0.101.261.261a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=9J7GhyaryFQQ7kNvwHOPh1M&_nc_oc=AdnU830XxJLtJS73TNs3_yedqASYAe7j4lLAGbQD2dYkL9mV2R9QQF_4ONKHYLYKxFM&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afw0hF196MTC2M5LifNacmAgm-xSleZnQVu3LdQ4Pz0yQA&oe=69AF55C6
fb_69a97fba85f1dd70f9aef2e4,Terrain à vendre,4000000.0,True,Inconnu,Inconnu,Facebook,vente,terrain,terrain a vendre terrain vente inconnu inconnu,https://www.facebook.com/marketplace/item/2059531214779939/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/645546992_762107556677215_153089863602571301_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=JGxuwIuxpLUQ7kNvwHaWAAS&_nc_oc=AdnzAO2q04h_TK8Tec08F_-8ajwPtNTObcQHAlXw0fntfMCotcWZ7XsphKHxpnrQSxw&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_AfwVdbj9mAbW9mXziru2vYiwZ6fqRDyGNc_BGE1J6OJyZA&oe=69AF4558
fb_69a97fba85f1dd70f9aef2e5,Terrain à vendre / Maison + [hidden information],1500000.0,True,Inconnu,Inconnu,Facebook,vente,maison,terrain a vendre / maison + [hidden information] maison vente inconnu inconnu,https://www.facebook.com/marketplace/item/1786591762011622/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/645542066_4381480215423124_7390592656843593463_n.jpg?stp=c160.0.960.960a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=Nd33JWD3Q9cQ7kNvwG-CfiC&_nc_oc=Adlv7ijxAXELCvoDSBgMFS5Y_U-hyR9gvd5NV3yPZHF3Z4ZmKyF9d4HsmNbuglfFwpM&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_AfxrE6g5KExYYcrTs8P9urrbl0QgOxHNm-M6RVZxw8KDyQ&oe=69AF4BB2
fb_69a97fba85f1dd70f9aef2e6,"Terrain à vendre à kpalime, contact : 90650323",27.0,False,Kpalimé,Kpalimé,Facebook,vente,terrain,"terrain a vendre a kpalime, contact : 90650323 terrain vente kpalime kpalime",https://www.facebook.com/marketplace/item/1406415144011098/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/644128076_1045808461949017_5580434067915293247_n.jpg?stp=c0.48.1080.1080a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=4f26a2&_nc_ohc=LOnEz0nN93AQ7kNvwHG1SZY&_nc_oc=AdmBx3iFH1Uphr3TNHVz-oCdqYJMJKQhh2gj4UC3gvoLJo7NT3AhHDOnLMtDjihY7d4&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afwequ4HIjfkCSLx2EImgLF4dZQhGtf0eQJl_fv8q7rs7A&oe=69AF4E04
fb_69a97fba85f1dd70f9aef2e7,Terrain,4.0,False,Inconnu,Inconnu,Facebook,terrain,terrain,terrain terrain terrain inconnu inconnu,https://www.facebook.com/marketplace/item/1608777503796680/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/645445209_1586745379211776_6998682631456451377_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=YSHr_cbCUJgQ7kNvwF-LihD&_nc_oc=AdlOf1l3FdijoJHomY2sQceE8-oK8ncHEl8A2hxpnHSMyF0h3s65mw0fAnBAgtu8p9w&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_Afzd6PbD_sXa_bKiVGbeYXoCM4l1LJxh92mWHaDnmdYMLQ&oe=69AF6179
fb_69a97fbb85f1dd70f9aef2e9,Terrain+,7.0,False,Inconnu,Inconnu,Facebook,terrain,terrain,terrain+ terrain terrain inconnu inconnu,https://www.facebook.com/marketplace/item/2691585257863572/,https://scontent-cph2-1.xx.fbcdn.net/v/t39.84726-6/645285957_949309670854363_2850053086866723483_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=o7YmEZ2HDjQQ7kNvwGp44zQ&_nc_oc=AdlxWNWNmEV_k8U9SBstWwyrrqWL7iDo_z8foV4OcfqszSTb76GW6alm8E3rPE7xntc&_nc_zt=14&_nc_ht=scontent-cph2-1.xx&_nc_gid=oEdcKmKmR1HCuEmh7Ee5nw&_nc_ss=8&oh=00_AfzQFuMpJ192siqlj2jZ6XhEyeSR45GmOHPszmhRyKeJJA&oe=69AF42C1
